no,level,salary,huyou,jukyo,tsukin,nichgakutokukin,jikangai,yakan,kanri,kanritokukin,bonus,shoteate,jinkenhi
1,5,393216,0,15300,9800,13300,3928,0,0,0,1325158,689925,8171479
2,5,401678,0,18100,8590,0,97889,0,0,0,1348159,701900,8943555
3,5,400556,0,30100,9800,0,14292,0,0,0,1346493,701032,8081293
4,7,403931,14000,15300,12200,0,0,0,73737,0,1473977,746557,9158538
5,7,401183,0,15300,13113,0,0,0,73737,0,1427942,744081,8895899
6,5,399558,14000,15300,21731,0,0,0,0,0,1386112,700166,8088858
7,5,401117,0,18100,9963,0,0,0,0,0,1347326,701466,7776560
8,5,400057,14000,15300,14160,3610,10707,13566,0,0,1386945,700600,8340577
9,5,401117,26800,15300,9251,0,0,0,0,0,1426352,701466,8173634
10,5,388715,0,30100,0,1800,0,0,0,0,1307104,680525,7594749
11,5,392766,0,18100,5000,2780,0,0,0,0,1314071,684152,7587547
12,5,398852,0,0,3780,3600,389113,0,0,0,1337621,696413,12152518
13,7,395626,7800,15300,20951,0,0,0,73737,0,1422939,729490,9000505
14,7,398215,14000,18100,0,0,0,0,73737,0,1451695,734948,8935023
15,5,382509,0,30100,7400,1800,0,0,0,0,1271101,661781,7545402
16,5,396857,0,18100,5000,4100,10620,9204,0,0,1334294,694681,8431647
17,5,396857,14000,15300,20855,3610,14868,7788,0,0,1375576,694681,8891729
18,5,397854,0,0,7400,2900,10647,7100,0,0,1335956,695546,7715218
19,5,392506,0,15300,5000,14000,36410,0,0,0,1319301,686875,8493040
20,5,396358,26800,30100,5000,3570,10608,9898,0,0,1412696,694356,8504396
21,5,396993,0,0,10063,2700,53824,0,0,0,1327714,691256,8153598
22,8,416444,11200,0,9800,0,0,0,78322,0,1496896,762805,9177461
23,5,396993,0,0,2900,0,0,0,0,0,1365458,691256,7427098
24,6,404954,0,18100,2900,0,15312,0,0,0,1348141,701956,7928417
25,6,403463,0,15300,4536,0,0,0,0,0,1345001,700320,7705889
26,6,402065,7800,0,15389,0,64133,0,0,0,1360865,696604,8520309
27,7,394948,12800,18100,3780,0,0,0,73737,0,1430517,725756,8889989
28,6,401176,14000,15300,12306,0,46527,0,0,0,1420395,698429,8588384
29,6,400120,21800,15300,13239,0,15561,0,0,0,1403784,697457,8301041
30,8,417161,14000,15300,26694,0,0,0,78322,0,1507942,764259,9623569
31,5,394500,39600,15300,5000,7520,27027,7744,0,0,1477498,689253,8980207
32,6,401845,14000,15300,6960,3290,14340,7887,0,0,1392313,703460,8769153
33,7,393514,0,15300,16931,300,0,0,73737,12000,1364764,710610,8889598
34,5,395505,0,0,2900,0,144648,0,0,0,1314458,684354,9084968
35,5,394757,0,18100,7266,0,81006,0,0,0,1311963,683055,8577006
36,5,391765,26800,18100,5000,0,67374,0,0,0,1381944,678345,8771481
37,6,400120,0,18100,5000,0,32975,0,0,0,1334294,694681,8079483
38,5,397854,0,0,10580,0,31941,0,0,0,1335956,695546,7888906
39,6,400120,0,18100,5000,0,32975,0,0,0,1339501,697457,8087466
40,5,397854,0,15300,14481,0,28392,0,0,0,1335956,695546,8076730
41,5,386514,0,15300,7400,14000,0,0,0,0,1296163,674829,7606132
42,5,387406,0,15300,18382,0,0,0,0,0,1304607,679225,7594744
43,5,391765,14000,18100,2900,0,45435,0,0,0,1344200,678345,8273237
44,5,395497,0,15300,5000,0,54614,0,0,0,1325219,689956,8229615
45,5,394126,0,0,19169,0,21096,0,0,0,1323142,688875,7792249
46,5,395497,0,0,2900,0,61670,0,0,0,1325219,689956,8105487
47,6,398803,0,18100,0,0,54222,0,0,0,1330442,692740,8250954
48,5,395996,0,18100,11116,0,29110,0,0,0,1326054,690391,8038537
49,5,399060,0,0,11944,0,40016,0,0,0,1343997,699733,8030614
50,7,393049,11200,15300,23124,0,0,0,73737,8000,1413693,719449,9114346
51,6,398205,34600,15300,21851,0,3552,0,0,0,1408535,692253,8406116
52,6,399560,0,15300,13638,0,35640,0,0,0,1338565,696970,8180555
53,5,389702,14000,30100,5000,14700,26422,0,0,0,1356216,684601,8741713
54,5,394500,0,18100,0,0,30118,0,0,0,1323868,689253,7893817
55,5,399558,0,30100,11040,3900,14256,9982,0,0,1344830,700166,8477380
56,5,393261,0,0,8550,0,35920,0,0,0,1306971,680455,7806490
57,6,397964,0,18100,5000,0,78952,0,0,0,1305101,679483,8557836
58,5,393261,16200,15300,9406,0,122780,0,0,0,1354741,680455,9308180
59,5,389600,14000,15300,21588,9000,0,0,0,0,1355385,684169,8014594
60,5,378208,0,0,7400,19260,41164,0,0,0,1250826,651225,8148867
61,5,383257,0,15300,9800,14000,3828,0,0,0,1273596,663079,7957207
62,5,379049,0,0,2900,1800,0,0,0,0,1253633,652687,7057128
63,5,393690,14000,15300,2900,3820,10536,10530,0,0,1364424,590378,8451854
64,7,398427,14000,15300,9800,0,0,0,73737,4000,1455470,736914,9075608
65,5,396857,14000,15300,9800,0,14160,0,0,0,1375576,694681,8063285
66,5,396857,0,15300,5000,2490,10620,4956,0,0,1334294,694681,7823115
67,5,390550,14000,15300,7400,3150,14633,10455,0,0,1335153,673635,8282976
68,5,398062,14000,18100,2900,1840,10653,6390,0,0,1383617,698867,8651428
69,5,394500,0,18100,2900,3530,21114,9856,0,0,1323868,689253,8118037
70,5,389895,0,0,7400,3380,17390,11832,0,0,1291376,672337,7683921
71,7,399763,26800,15300,9800,0,0,0,74860,12000,1515537,728879,9428732
72,5,384005,26800,18100,2900,10000,18500,0,0,0,1355119,664379,8134710
73,5,389600,14000,15300,21588,8000,18770,0,0,0,1355385,684169,8227834
74,7,393049,14000,18100,8550,0,0,0,73737,0,1421950,719449,8922947
75,8,417878,0,15300,5000,0,0,0,88334,0,1266875,1012015,9325974
76,8,419222,0,18100,3780,0,0,0,88334,0,1473790,767974,9325856
77,6,405449,26800,18100,2900,0,10851,0,0,0,1436286,706703,8334617
78,8,418595,14000,18100,8590,0,0,0,88334,0,1512593,766682,9600835
79,8,413396,0,18100,5000,0,0,0,88334,0,1358315,870416,9249175
80,7,393992,34600,15300,8550,0,0,0,73737,0,1467518,710989,9215991
81,6,401226,11200,18100,0,0,14316,0,0,0,1364401,693226,7989623
82,7,396522,12800,15300,7400,0,0,0,73737,0,1439336,730351,8934387
83,8,414203,14000,0,7400,0,0,0,78322,0,1496472,758282,9151238
84,6,404428,26800,15300,15625,0,92354,0,0,0,1469801,704501,9449350
85,8,413396,0,15300,5040,0,0,0,88334,0,1251665,999867,9238856
86,5,396993,0,0,0,2700,79892,0,0,0,1327714,691256,8345658
87,8,421643,14000,15300,16229,0,0,0,78322,0,1522512,771850,9580390
88,5,390550,14000,15300,9800,5650,32750,5576,0,0,1339833,676071,8281968
89,8,418782,39600,18100,10580,240,0,0,79515,0,1526399,734539,9837306
90,6,400388,0,0,14544,0,0,0,0,0,1332570,693848,7582154
91,8,420836,14000,18100,3780,0,0,0,88334,0,1310075,1018623,9622646
92,8,415816,14000,15300,7400,0,0,0,78322,0,1502362,761351,9365481
93,8,420029,26800,18100,13743,0,0,0,88334,6000,1340140,1017131,10003971
94,6,402730,14000,18100,5000,0,31040,0,0,0,1385348,699833,8335705
95,6,401226,14000,18100,8976,0,50106,0,0,0,1376344,695146,8578310
96,5,398353,0,18100,11903,440,148270,0,0,0,1336788,695980,9531184
97,6,400120,14000,15300,3780,3600,42828,0,0,0,1380784,697457,8430105
98,8,415816,39600,18100,0,0,0,0,78322,45000,1577850,761351,10269833
99,5,396993,0,18100,7056,0,0,0,0,0,1327714,691256,7656426
100,8,409004,14000,18100,2900,0,0,0,78322,0,1424000,720517,9134325
101,6,402065,26800,15300,5040,0,7174,0,0,0,1416891,696604,8207599
102,8,417161,14000,15300,14826,0,0,0,78322,0,1507942,764259,9481153
103,6,396287,12800,18100,0,2700,291711,0,0,0,1354119,685415,11287790
104,5,392513,0,0,8154,0,0,0,0,0,1300734,677209,7351159
105,5,391204,12800,0,12200,0,0,0,0,0,1338478,677209,7591895
106,6,403463,14000,18100,2900,2700,68814,0,0,0,1416891,696604,8834359
107,7,395367,14000,15300,14826,0,0,0,73737,0,1434882,726187,9015481
108,6,406184,14000,18100,6680,0,29276,0,0,0,1406046,710610,8412600
109,7,399035,12800,15300,15726,0,0,0,74860,0,1433679,727404,9074571
110,5,386342,28100,18100,2900,0,38458,0,0,0,1362383,666166,8312145
111,8,425862,0,15300,5040,0,0,0,88334,0,1301781,1039895,9496532
112,8,422832,14000,15300,14291,0,0,0,88334,6000,1322760,1028755,9836827
113,5,376525,14000,15300,12809,0,23513,0,0,0,1286494,648302,7802916
114,5,385706,0,18100,5000,13300,0,0,0,0,1302113,542341,7465134
115,5,391894,15600,15300,2900,0,24472,0,0,0,1358612,683392,8030784
116,5,376525,12800,18100,2900,2050,0,0,0,0,1282955,648302,7440385
117,7,391901,14000,15300,12200,150,0,0,73737,4000,1403245,709152,8938525
118,8,417878,14000,18100,7515,0,0,0,88334,0,1301801,1012015,9612840
119,7,399035,14000,15300,5000,0,0,0,74860,0,1474962,727404,9003270
120,6,396287,26800,0,2900,6660,10605,10605,0,0,1418660,677810,8747602
121,5,387838,0,0,3780,0,52731,0,0,0,1284513,668764,7843945
122,6,405687,14000,15300,24155,7000,3619,0,0,0,1442857,710125,8394458
123,8,415816,14000,18100,11903,0,0,0,78322,0,1502362,761351,9453117
124,6,404951,26800,15300,12306,0,39445,0,0,0,1435555,706323,8749222
125,8,414203,14000,18100,2900,0,0,0,78322,0,1461354,739980,9261018
126,5,395497,0,30100,5040,0,77616,0,0,0,1325219,689956,8683719
127,8,417161,12800,18100,5000,0,0,0,88334,0,1296939,1010523,9550530
128,5,395497,14000,15300,21346,0,21168,0,0,0,1366502,689956,8253858
129,7,398136,14000,15300,5543,0,0,0,73737,0,1445355,731644,8957239
130,6,403574,14000,30100,10020,0,3888,0,0,0,1401481,708233,8249994
131,7,393766,14000,15300,10020,0,0,0,73737,0,1425051,721065,8921352
132,6,396287,14000,15300,9800,3130,10605,8484,0,0,1362018,687685,8269231
133,5,389241,0,0,2900,0,45968,0,0,0,1293870,673635,7785309
134,6,395262,0,18100,5000,0,35260,0,0,0,1310770,682497,8005903
135,5,391204,0,0,7400,0,43552,0,0,0,1296367,674935,7840502
136,7,398427,14000,15300,12306,0,0,0,73737,0,1440241,728979,9034516
137,5,378208,0,15300,2900,8500,14576,0,0,0,1250826,651225,7480467
138,5,394126,26800,15300,7400,3360,14064,7733,0,0,1402168,688875,8322571
139,7,395850,26800,15300,7400,1380,0,0,74860,4000,1464258,721828,9209578
140,5,394126,14000,18100,0,4700,17580,11248,0,0,1364424,688875,8659251
141,5,392513,21800,18100,7400,4400,14708,10500,0,0,1369384,679483,8823131
142,6,394609,14000,15300,24480,3190,10560,7040,0,0,1386683,680876,8787967
143,5,384285,34600,30100,5000,4440,10284,8232,0,0,1358384,661781,8479921
144,8,418595,54600,18100,5000,0,0,0,88334,0,1392750,1013720,10230614
145,7,397237,14000,18100,8550,0,0,0,64379,0,1479269,729641,8920978
146,8,411335,0,18100,2900,0,0,0,78322,0,1443099,751982,9028061
147,6,397964,26800,15300,7400,0,0,0,0,0,1403187,689470,8073877
148,5,393639,38100,18100,0,0,7024,0,0,0,1427872,684909,8216833
149,5,393253,21800,18100,13613,2700,196448,0,0,0,1374982,688118,10411740
150,7,394483,0,15300,23844,0,0,0,73737,0,1386248,722357,8871205
151,5,393639,0,15300,14106,0,108872,0,0,0,1315525,684909,8950270
152,6,397646,0,18100,2900,0,24829,0,0,0,1329093,692038,7915435
153,5,388586,21800,15300,5000,0,35498,0,0,0,1351292,670063,8206515
154,7,388479,21800,15300,2900,3000,0,0,74860,0,1361350,675362,8811372
155,6,393957,26800,18100,12330,0,53144,0,0,0,1383567,679253,8720672
156,8,418782,39600,15300,17848,0,0,0,79515,5000,1577006,760911,10025021
157,6,401176,0,15300,5000,0,0,0,0,0,1341368,698429,7675201
158,8,413396,39600,18100,9833,0,0,0,78322,0,1590046,756182,9822324
159,7,393049,14000,15300,16491,0,0,0,73737,0,1424000,720517,8987757
160,6,397646,26800,18100,8590,0,0,0,0,0,1408119,692038,8124985
161,8,420029,14000,15300,19961,0,0,0,78322,0,1517553,769267,9595936
162,6,402294,0,15300,5040,0,19381,0,0,0,1343133,699348,7925961
163,5,394126,7800,15300,12200,5280,18283,11248,0,0,1346142,688875,8184633
164,5,391765,52100,15300,9800,2700,10485,7689,0,0,1427060,678345,8622629
165,6,401048,14000,18100,0,2840,17890,7876,0,0,1384599,699444,8222751
166,5,389241,0,0,8590,0,30000,0,0,0,1288881,671038,7654387
167,5,386908,14000,15300,9800,9500,0,0,0,0,1345058,678793,7827243
168,5,399558,14000,30100,9800,2000,10692,7843,0,0,1386112,700166,8877906
169,6,398205,14000,18100,2900,0,65212,0,0,0,1370791,692253,8637616
170,5,392330,14000,15300,9800,0,38500,0,0,0,1354626,683774,8262668
171,6,395968,14000,15300,7400,3420,10596,7060,0,0,1362135,687683,8085098
172,5,386342,14000,15300,9800,3610,10338,12402,0,0,1320805,666166,8520935
173,5,381761,14000,15300,23605,9500,0,0,0,0,1309888,660481,7870253
174,5,380265,39600,30100,5000,15400,0,0,0,0,1385376,660481,8646577
175,5,379049,21800,15300,5000,14000,3788,0,0,0,1323218,655447,8173713
176,4,374327,42100,15300,7400,11700,65444,0,0,0,1311873,618053,9071006
177,5,382445,14000,15300,9800,13300,22110,0,0,0,1323080,667350,8398526
178,6,398337,14000,15300,7400,10500,73340,0,0,0,1360150,686713,9189539
179,5,379049,14000,18100,2900,0,10685,0,0,0,1294916,652687,7610391
180,5,387838,0,0,13613,0,13840,0,0,0,1284513,668764,7495249
181,5,387838,0,0,2900,0,31972,0,0,0,1284513,668764,7584277
182,5,386342,0,15300,5000,0,31842,0,0,0,1279523,666166,7763829
183,5,387090,0,0,2900,0,13812,0,0,0,1282017,667464,7352505
184,5,386342,11200,18100,0,0,28396,0,0,0,1312549,666166,7879631
185,5,387090,0,0,5000,0,13812,0,0,0,1282017,667464,7377705
186,5,388586,0,18100,5000,0,38962,0,0,0,1287009,670063,7924408
187,8,414203,14000,18100,2900,0,0,0,78322,0,1496472,758282,9314438
188,7,391436,0,18100,2900,0,0,0,73737,0,1375398,716703,8596017
189,7,389912,12800,15300,4031,0,0,0,73737,0,1408440,714253,8758129
190,6,399549,0,15300,19803,0,0,0,0,0,1361905,689470,7842539
191,6,393211,39600,15300,15534,0,0,0,0,0,1418821,677957,8283762
192,7,388516,0,18100,0,0,0,0,73737,0,1343317,699444,8472637
193,4,369852,0,15300,12200,14000,0,0,0,0,1172219,609982,7593057
194,6,395914,25600,15300,5000,0,0,0,0,0,1394044,686551,7989335
195,7,393766,14000,15300,7400,0,0,0,73737,0,1445715,731831,8921342
196,6,397964,25600,18100,2900,0,0,0,0,0,1399649,689470,8033811
197,8,410169,26800,18100,8976,0,0,0,78322,0,1526955,733976,9511343
198,7,391937,14000,0,2900,0,0,0,74860,0,1418019,641228,8555951
199,6,388924,26800,15300,15683,0,617238,0,0,0,1368308,671309,15405589
200,5,382696,42100,18100,8590,660,93132,0,0,0,1390253,659183,9204472
201,5,387090,0,0,2900,0,59112,0,0,0,1282017,667464,7896105
202,5,374094,26800,15300,36199,15760,21087,0,0,0,1353871,644079,8792098
203,5,371663,34600,18100,5000,1800,0,0,0,0,1331017,639856,7729841
204,8,424869,14000,18100,8590,0,0,0,88334,0,1340729,1043108,9789709
205,8,416416,25600,15300,5000,0,0,0,79515,0,1474255,728879,9456102
206,5,390723,0,0,9833,0,0,0,0,0,1301058,677377,7347739
207,8,419222,39600,18100,6800,0,0,0,88334,0,1644394,776818,10073768
208,7,398307,14000,15300,5040,0,0,0,74860,0,1432545,724915,8949064
209,8,417599,14000,18100,0,0,0,0,79515,0,1465445,741175,9293184
210,7,390718,12800,18100,3780,3000,0,0,73737,0,1430844,725927,8869631
211,8,422786,14000,15300,4536,0,0,0,79515,0,1521345,771242,9469703
212,8,425607,20600,0,5000,0,0,0,89680,0,1337145,1027094,9626555
213,8,407749,26800,18100,5000,0,0,0,78322,0,1508485,744876,9423529
214,7,387671,14000,18100,2900,0,0,0,73737,0,1441093,709756,8792321
215,8,424242,14000,15300,9800,0,0,0,79515,0,1527011,774194,9561049
216,5,391204,26800,15300,8839,0,6980,0,0,0,1375393,674935,8041724
217,7,401128,14000,18100,0,0,0,0,74860,0,1483459,731831,9017922
218,5,389895,39600,15300,13239,0,25182,0,0,0,1449997,674935,8541992
219,8,420511,0,18100,8550,0,0,0,79515,0,1468732,765338,9274218
220,6,397964,26800,18100,8550,0,14200,0,0,0,1399762,687685,8286467
221,6,396287,12800,18100,2900,0,53452,0,0,0,1339376,685415,8416339
222,5,385781,0,0,2900,0,6882,0,0,0,1276716,664704,7243692
223,5,385781,14000,18100,9833,0,55755,0,0,0,1276716,664704,8318724
224,4,375564,0,30100,3780,0,84688,0,0,0,1191380,619953,8281721
225,4,372899,0,0,7400,0,0,0,0,0,953104,0,6053656
226,7,390299,25600,18100,5000,0,0,0,74860,0,1439318,710676,9022994
227,5,385781,0,15300,2900,3600,62768,0,0,0,1276716,664704,8141124
228,5,386342,11200,30100,5000,0,13784,0,0,0,1312549,666166,7908287
229,5,384285,0,0,9825,0,34280,0,0,0,1271101,661781,7626930
230,5,383537,0,15300,5000,0,6842,0,0,0,1268294,660319,7409049
231,5,380265,39600,0,2900,0,0,0,0,0,1381319,658369,7717464
232,8,410169,14000,15300,17988,0,0,0,78322,0,1480042,749721,9382687
233,4,375564,26800,18100,5000,2900,10050,6700,0,0,1270407,619953,7811124
234,6,398636,26800,15300,7400,4000,10668,8532,0,0,1411414,693753,8512099
235,6,388178,47100,18100,5520,13820,22162,12474,0,0,1426803,670598,8812445
236,6,401608,14000,15300,9800,2480,10749,7887,0,0,1383664,698957,8222973
237,4,372423,14000,15300,7400,12500,38138,0,0,0,1222930,614887,8255837
238,5,384520,0,30100,12200,0,13720,0,0,0,1292835,673096,7806115
239,5,385033,26800,15300,9800,3380,10305,11679,0,0,1352934,663241,8379367
240,6,389670,12800,15300,7400,2690,10428,6950,0,0,1329828,672767,7925003
241,5,383537,26800,15300,9800,4670,14369,7524,0,0,1352934,663241,8151055
242,5,384021,14000,15300,7400,13300,0,0,0,0,1333598,672825,8143019
243,5,384021,14000,15300,16032,0,10826,0,0,0,1333598,672825,7861715
244,6,389204,11200,30100,7400,11200,52774,0,0,0,1318572,669363,8947047
245,5,380171,33100,18100,5000,18600,33235,10170,0,0,1378343,655285,8609244
246,5,379517,21800,15300,9800,13300,0,0,0,0,1326026,656909,8188411
247,5,380265,14000,15300,9800,14000,21984,0,0,0,1305831,658369,8347864
248,5,382445,11200,18100,8550,0,51590,0,0,0,1314824,667350,8211638
249,5,387838,26800,15300,7515,0,13840,0,0,0,1322257,668764,8003609
250,4,369948,29600,15300,7400,3480,9900,7260,0,0,1264366,553576,7707938
251,7,404495,26800,18100,2900,0,0,0,74860,8000,1493214,736914,9380844
252,6,385010,0,15300,5000,10760,13740,8931,0,0,1313947,664499,8287338
253,6,384171,39600,15300,5000,2700,10281,6165,0,0,1375738,663201,8341003
254,5,388586,29600,18100,5000,4380,13864,9009,0,0,1374292,670063,8763215
255,4,372899,49600,15300,5000,3380,16635,10640,0,0,1328210,615047,8707369
256,5,379517,42100,15300,5000,2720,10158,7447,0,0,1379335,653498,8186865
257,7,398307,0,18100,5000,0,0,0,74860,12000,1393100,725927,8899591
258,6,385010,26800,15300,9800,2000,13740,6870,0,0,1355229,664499,8260496
259,5,380171,26800,15300,8616,2300,10173,7458,0,0,1375394,655285,8026527
260,6,385010,12800,15300,9800,2300,20610,6870,0,0,1313947,664499,7983570
261,7,392756,14000,18100,5000,0,0,0,74860,0,1395402,685415,8830925
262,8,424970,14000,18100,5000,0,0,0,79515,0,1529843,775670,9551149
263,6,396287,34600,18100,5000,0,92620,0,0,0,1418402,685415,9283573
264,5,391765,14000,15300,19169,0,13980,0,0,0,1339833,676071,8050764
265,6,397126,39600,18100,8976,0,71279,0,0,0,1438029,687958,9175843
266,5,389241,34600,18100,2900,0,38192,0,0,0,1390908,671038,8468662
267,5,384285,11200,0,0,0,0,0,0,0,1052035,0,6367351
268,6,397126,0,18100,3780,0,58670,0,0,0,1318556,686551,8309079
269,8,419692,19000,15300,14322,0,0,0,79515,0,1520667,763207,9604030
270,6,397126,34600,15300,13113,0,175162,0,0,0,1420583,686551,10352430
271,5,387090,0,18100,9833,0,0,0,0,0,1282017,667464,7487157
272,5,388586,34600,15300,2900,0,57266,0,0,0,1374292,670063,8637563
273,6,385010,0,0,5000,0,186038,0,0,0,1276203,664499,9407690
274,6,385010,34600,18100,5000,0,86276,0,0,0,1363486,664499,8980053
275,4,372899,39600,18100,8123,3600,443918,0,0,0,1298722,615047,13142637
276,4,369186,0,0,3025,0,0,0,0,0,358865,176170,5533191
277,7,395031,14000,15300,17988,0,0,0,74860,0,1423682,720351,9046973
278,5,387090,34600,18100,5000,0,84939,0,0,0,1369300,667464,9000736
279,7,396669,12800,18100,9833,0,0,0,74860,0,1425811,723305,8993688
280,5,384285,21800,18100,2900,0,135336,0,0,0,1335384,661781,9330977
281,6,395262,21800,18100,5000,0,57120,0,0,0,1375052,682497,8625497
282,7,395031,34600,15300,8154,0,0,0,74860,0,1469683,720351,9251830
283,4,366901,0,15300,11802,1800,0,0,0,0,1209343,604442,7091757
284,7,394394,12800,15300,16286,0,0,0,65360,6000,1414221,717258,8933631
285,5,390550,0,18100,17099,0,22578,0,0,0,1298550,676071,8278185
286,5,386342,0,18100,0,0,35288,0,0,0,1279523,666166,7778781
287,5,386342,12800,0,2900,0,42180,0,0,0,1317267,666166,7888861
288,5,389895,11200,18100,8550,0,142598,0,0,0,1324402,672337,9418427
289,6,395013,21800,15300,4536,0,0,0,0,0,1383984,687147,7911123
290,7,391436,14000,15300,17820,0,0,0,73737,0,1474962,727404,9039882
291,5,380265,11200,15300,12200,10000,0,0,0,0,1297575,658369,7667224
292,4,373660,0,30100,2900,4950,17332,8004,0,0,1184385,616312,7798117
293,6,395914,0,18100,0,0,0,0,0,0,1313884,684118,7536278
294,5,361097,14000,30100,0,0,0,0,0,0,0,0,5402496
295,7,391937,12800,15300,5040,0,0,0,74860,0,1408184,714120,8812160
296,7,398307,52100,15300,3780,0,0,0,74860,0,1546730,725927,9561205
297,8,412594,21800,15300,5000,0,0,0,79515,0,1405400,720351,9276287
298,5,387090,25600,15300,23297,3100,7597,0,0,0,1357505,667464,8163041
299,8,413959,26800,15300,5000,0,0,0,79515,0,1467093,723305,9426470
300,5,384285,0,0,5040,3600,0,0,0,0,1273908,489673,7032049
301,6,390415,7800,0,3780,0,60454,0,0,0,1299716,664704,8087228
302,8,415233,0,30100,3780,0,0,0,79515,0,1301307,214168,8571439
303,6,394609,34600,18100,8550,3600,0,0,0,0,1409683,680876,8222127
304,5,381013,0,15300,12851,0,0,0,0,0,1142601,242460,6843681
305,4,369948,0,0,15024,0,0,0,0,0,1172828,610299,6935507
306,5,373439,28100,15300,7785,0,153226,0,0,0,1303657,643266,9459331
307,5,375309,0,0,15726,0,0,0,0,0,1241156,646190,7120210
308,6,394609,0,15300,12370,0,55060,0,0,0,1307656,680876,8284836
309,5,382696,26800,0,10836,0,28131,0,0,0,1345137,659183,7975544
310,5,378282,14000,15300,5000,1800,0,0,0,0,1307369,659170,7503999
311,5,369980,14000,18100,2900,14000,44091,0,0,0,1264657,636932,8353605
312,5,372504,14000,30100,7400,10000,0,0,0,0,1273080,641317,7679005
313,5,383537,21800,18100,5000,3810,17105,8208,0,0,1332577,660319,8067296
314,5,373439,29600,18100,2900,1800,9993,7326,0,0,1322824,643266,7993882
315,5,377273,11200,18100,5000,3510,10098,8749,0,0,1278860,648626,8173858
316,7,388479,29600,18100,11543,240,0,0,74860,0,1444189,707068,9134945
317,4,369948,28100,15300,9800,5120,9900,9240,0,0,1255688,610299,8278511
318,4,369948,34600,15300,7400,6770,22044,11220,0,0,1274855,610299,8203382
319,5,374094,0,15300,5000,14000,0,0,0,0,1242716,579274,7607394
320,5,377366,14000,15300,26998,14000,21816,0,0,0,1294916,652687,8493975
321,6,393957,12800,18100,2900,0,3514,0,0,0,1342285,679253,7782510
322,5,372878,25600,15300,5000,13050,21954,10640,0,0,1231138,609032,7987038
323,5,385033,26800,30100,12200,4660,10305,10305,0,0,1352934,663241,8584639
324,4,369186,20600,15300,5000,5700,13172,9226,0,0,1231138,609032,8129190
325,5,386342,0,0,8550,0,0,0,0,0,1284513,668764,7248313
326,6,394609,0,15300,14826,3600,109120,0,0,0,1313884,684118,9015698
327,5,385033,0,30100,9225,0,34350,0,0,0,1273908,663241,7996081
328,8,412594,39600,30100,16105,0,0,0,79515,15000,1524118,721828,10126574
329,6,391347,0,0,2900,0,15080,0,0,0,1297067,675362,7447885
330,4,374898,0,0,2900,0,54308,0,0,0,1188948,618687,7532751
331,4,374232,0,30100,7266,0,13352,0,0,0,1186515,617420,7442219
332,6,387433,0,0,2900,0,62208,0,0,0,1289282,671309,7948975
333,6,389204,14000,15300,7400,10500,61108,0,0,0,1289301,649762,8849815
334,4,368424,25600,15300,14600,4540,27610,8541,0,0,1243448,607766,7993978
335,5,372037,29600,15300,12200,3920,19914,9960,0,0,1255243,607766,7996533
336,6,380350,29600,18100,2900,2670,10179,6790,0,0,1346980,655904,8000280
337,5,370821,0,15300,7400,14000,21438,0,0,0,1226184,638395,7889071
338,4,373660,0,30100,22383,0,0,0,0,0,1184385,616312,7452481
339,4,367853,24000,15300,9800,2830,9846,7216,0,0,1236603,606658,7819777
340,6,391347,26800,15300,5040,0,0,0,0,0,1376093,675362,7915423
341,5,383537,0,30100,13512,0,0,0,0,0,1268294,660319,7606689
342,7,390299,0,15300,24557,0,0,0,74860,0,1363830,710676,8804526
343,6,390415,12800,15300,10460,0,6966,0,0,0,1370063,674065,7856040
344,7,391937,26800,15300,9956,0,0,0,74860,0,1449466,714120,9100594
345,5,383537,0,0,11903,0,10811,0,0,0,1268294,660319,7355913
346,6,391347,28100,15300,2900,3580,64239,0,0,0,1379927,675362,8724877
347,5,385781,26800,15300,7400,0,14316,0,0,0,1355742,664704,8009718
348,6,391347,14000,15300,4283,0,11310,0,0,0,1318627,675362,7812561
349,7,391937,0,0,3780,0,0,0,74860,0,1367035,712338,8398477
350,7,395031,26800,15300,11046,0,0,0,74860,0,1461426,720351,9173445
351,4,372899,0,0,5040,0,75322,0,0,0,1181952,615047,7773095
352,7,386568,39600,15300,5000,0,0,0,74860,4000,1466124,703133,9194669
353,5,377273,14000,18100,5000,0,58833,0,0,0,1287116,648626,8177638
354,4,367092,0,30100,3780,0,3275,0,0,0,1163094,605234,7147904
355,7,379834,0,15300,14166,0,0,0,74860,0,1253467,652661,8370804
356,4,367092,0,15300,13630,0,13100,0,0,0,1163094,605234,7206404
357,6,378672,29600,15300,9800,2700,0,0,0,0,1340750,652661,7814179
358,6,378672,20600,15300,7940,0,0,0,0,0,1314212,652661,7611961
359,5,373439,0,15300,3780,0,76613,0,0,0,1235541,643266,8046135
360,4,367092,0,0,11903,0,20698,0,0,0,1163094,605234,7093256
361,4,378230,25600,15300,13590,0,0,0,0,0,1275385,624384,7673917
362,5,382696,0,30100,7400,0,7374,0,0,0,1266111,659183,7607210
363,8,417599,20600,15300,12756,0,0,0,79515,5000,1516259,758451,9629450
364,6,378672,34600,15300,27468,0,40536,0,0,0,1355494,652661,8562171
365,5,373439,28100,15300,22178,0,13324,0,0,0,1318401,643266,7967967
366,7,388479,0,15300,14166,0,0,0,74860,0,1344837,675362,8601059
367,7,388479,20600,15300,5000,0,0,0,74860,0,1357811,675362,8780905
368,6,391347,21800,18100,7400,7000,49158,0,0,0,1361350,675362,8931216
